"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000957553710419857,0.630867606315279,0.485,0.358,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000019123305150795,"2","DGKZ"
0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000815451531419449,0.586824861007174,0.542,0.424,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000162853825339778,"2","CSNK1D"
0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000014931599481459,0.504866946714314,0.652,0.547,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000298198973244217,"2","H2AFV"
0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000150263563752617,0.317690598412472,0.93,0.83,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000300091363170351,"2","CHCHD2"
0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000148323280373747,0.656569009263214,0.39,0.254,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000296216423234409,"2","SEPT1"
0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000129932545831048,0.299510768444953,0.873,0.678,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000259488287279186,"2","ANXA1"
0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000250318482279085,0.454615830434997,0.669,0.581,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000049991104095956,"2","YPEL5"
0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000975911143024528,0.840436673799604,0.311,0.194,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000194899214373429,"2","NCK1"
0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000415762389115716,0.504892814959312,0.535,0.406,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000830319067302996,"2","PRMT2"
0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000464022725659997,0.349533696296587,0.666,0.533,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000926699785415579,"2","EZR"
0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000170577120644451,0.738361508958405,0.393,0.266,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000340659567639033,"2","MLLT6"
0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000827992682987269,0.781589391719151,0.331,0.205,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000165358418719387,"2","OFD1"
0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000994328959872077,0.507898052251263,0.439,0.317,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000198577436576053,"2","ORAI1"
0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000805487334139094,0.330758732985378,0.879,0.782,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000160863875500918,"2","SRSF5"
0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000808073797928716,0.67297185788714,0.438,0.321,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000161380418184344,"2","SEC11C"
0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000939178468738813,0.408767215626323,0.655,0.533,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000187563331991828,"2","HMGB2"
0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000277960836892355,0.894358933872311,0.359,0.248,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000555115587357722,"2","UBE2S"
0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000368772559606322,0.593134426844771,0.534,0.43,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000736475678789785,"2","KRTCAP2"
0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000396352316189489,0.733298948385642,0.426,0.316,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000791555210662028,"2","SURF4"
0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000456302599445547,0.911520659876682,0.321,0.208,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000911281921352702,"2","NELFCD"
0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000129277391914106,0.563008997915698,0.527,0.42,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000025817987939166,"2","MAZ"
0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000721774193920409,0.635038479458427,0.535,0.43,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000144145524267845,"2","SNRPD1"
0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000113119077123395,0.512386093689129,0.604,0.495,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000225910108923133,"2","HNRNPA0"
0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000152891934056878,0.903351417285292,0.357,0.243,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000305340481504991,"2","TOB1"
0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000024758337788993,0.263720976146874,0.857,0.745,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000049444876398398,"2","SF1"
0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000063793596767795,0.287843807533031,0.839,0.746,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000127402192104963,"2","SKP1"
0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000892029979469567,0.837208786584488,0.346,0.232,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000178147307199867,"2","PSME4"
0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000117857718916391,0.499294663093321,0.607,0.498,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000235373650447924,"2","DYNLT1"
0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000157043152895265,0.331153261058455,0.693,0.564,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000313630880647134,"2","HMGN1"
0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000020515983074183,0.415425878624147,0.648,0.509,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000409724697974509,"2","CRIP1"
0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000545526253721119,0.974218957396695,0.257,0.147,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000108947048130645,"2","GTF3C1"
0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000195861292068834,0.394676757494512,0.737,0.614,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000391154586390668,"2","GSTK1"
0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000047986468926795,0.609116821799818,0.491,0.374,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000958337770937023,"2","CDK13"
0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102533547050633,0.443630388627402,0.683,0.587,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000020476974681482,"2","RBM8A"
0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000267835115991872,0.42260781585364,0.688,0.588,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000534893510147367,"2","CIB1"
0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000920794408016235,0.314148416971955,0.878,0.766,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000183891851224922,"2","PSME1"
0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000931962438572971,0.696471278612447,0.423,0.308,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000186122218607408,"2","ARID5A"
0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000136060467595932,0.649561839741242,0.392,0.263,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000271726359835836,"2","TUT4"
0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000211699108755707,0.827046636906485,0.366,0.256,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000422784290096022,"2","ABT1"
0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000481482920180475,0.638311571912343,0.261,0.144,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000961569539892426,"2","CEP78"
0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000741399480830865,0.832153633123316,0.325,0.212,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000148064890316732,"2","TBCC"
0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000102226261862814,1.03168761494818,0.281,0.176,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000204156067566225,"2","FAM160B1"
0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000517947733485381,0.59800207571572,0.548,0.449,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103439341854365,"2","EIF1AX"
0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000056855764658241,0.661654787948106,0.442,0.325,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000113546647598973,"2","TTC14"
0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000131419279497499,0.669013348710085,0.456,0.345,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000262457443084455,"2","PPHLN1"
0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001809071968764,0.736452472182389,0.36,0.247,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000361289762881858,"2","FAM129A"
0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000212949551476351,0.59408494304699,0.519,0.411,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000425281549253421,"2","DHX36"
0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000232489522220845,0.931716555330187,0.299,0.192,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000046430482482725,"2","OTULIN"
0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000579982910399071,0.433877715578933,0.673,0.566,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000115828387035798,"2","RPL17"
0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000121156152980853,0.348051048883149,0.83,0.729,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000241960953118061,"2","RBM3"
0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000327720886972273,0.709526614367934,0.333,0.216,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000654491383372326,"2","PTGER4"
0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000959410449074043,0.450514924625813,0.611,0.517,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000191603860784577,"2","SUMO1"
0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000623103477993442,0.602540356685239,0.296,0.176,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012443999559007,"2","TFDP2"
0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000772493319116,0.383277745645257,0.758,0.661,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000154274640760656,"2","NCL"
0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000902687621258165,0.644801710941799,0.457,0.354,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000180275744841468,"2","EMC7"
0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000333303770915556,0.884867667011228,0.31,0.2,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000665640960895457,"2","EBP"
0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000136580165281977,0.547015474191971,0.455,0.348,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000272764248084637,"2","MAPKAPK2"
0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000081358979091907,0.29727981606169,0.927,0.829,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000162482017144447,"2","PPIA"
0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000119935650251724,0.508200836279312,0.558,0.45,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000239523487117719,"2","RNMT"
0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000015126184673669,0.426330885476644,0.611,0.517,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000302085034117844,"2","HNRNPH3"
0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000325704680811601,0.405982855600485,0.607,0.498,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000650464818048848,"2","SELENOW"
0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000701401157602848,0.872394268500647,0.307,0.204,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000140076825184865,"2","CD84"
0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000234193510473352,0.330372876927935,0.756,0.632,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000467707859766331,"2","RNF213"
0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000435439477647555,0.541476693336682,0.515,0.4,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000869616180809932,"2","GADD45B"
0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000705587335787386,0.450406705732988,0.603,0.504,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000140912846830099,"2","SPCS2"
0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000337265992255343,0.467253032183984,0.644,0.564,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000673553913133146,"2","ATP5IF1"
0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104272711534485,0.761219311801165,0.375,0.267,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000020824303220552,"2","GLS"
0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000272041503587685,0.366683687525258,0.818,0.72,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000543294086814967,"2","HSP90AB1"
0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000625033054107416,0.526999206767147,0.59,0.498,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000124825351235792,"2","RWDD1"
0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010071811535287,0.514743344427298,0.57,0.476,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000201144148171217,"2","LSM8"
0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000146493074630107,0.918536701836154,0.252,0.151,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000292561319343787,"2","SUPV3L1"
0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000284946424321833,0.879669716385053,0.257,0.156,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000569066504013134,"2","DUSP11"
0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000509770649844419,0.386690637805347,0.688,0.591,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101806296480429,"2","EIF4A2"
0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000086514863806319,0.310797831801318,0.965,0.891,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001727788345076,"2","JUND"
0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000089989380966102,0.561636706067797,0.503,0.398,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000179717792727402,"2","RICTOR"
0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000287285057097056,0.611985045162186,0.476,0.378,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000057373698752853,"2","UBE2N"
0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000470845996181263,0.779855830506665,0.338,0.23,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000009403265389736,"2","ARAP2"
0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000164058873148304,0.784320374502049,0.35,0.243,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000327641975564478,"2","MED6"
0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000170437774598137,0.638830227786508,0.478,0.377,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000340381279649939,"2","GOLGA4"
0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000236179820046318,0.563938582008452,0.451,0.334,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000471674718614503,"2","PSIP1"
0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000023643289850298,0.515266348390298,0.403,0.29,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000472180141600302,"2","BTN3A2"
0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000253725382050964,0.617706102575896,0.479,0.372,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000506714960493981,"2","ZNF292"
0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000351785387335435,0.587459981565962,0.366,0.242,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000702550597047597,"2","ARID5B"
0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000375049869431735,0.633397771823406,0.34,0.239,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000749012094242119,"2","CMC2"
0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000236950836885351,0.650428264778251,0.44,0.34,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000473214516343735,"2","BCL7C"
0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000257478663732137,0.322567806125646,0.843,0.741,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000514210639339451,"2","EIF3F"
0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000794438525091672,0.624417682817481,0.481,0.382,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000158657317846058,"2","IDI1"
0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000813918253975418,0.343240463576865,0.705,0.613,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000162547614501431,"2","SPCS1"
0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000013752103326521,0.595083155368114,0.417,0.3,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000027464325553395,"2","C1orf56"
0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000016083957313424,0.615506517806727,0.389,0.274,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000321212711506392,"2","ARHGAP15"
0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000239618715159197,0.763474850068546,0.351,0.249,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000478542536044432,"2","DNAJC1"
0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000257892397341532,0.684472181566009,0.404,0.298,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000515036906730774,"2","EXOSC6"
0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000209899022708463,0.7209868789248,0.38,0.277,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000419189338251071,"2","RBL2"
0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000123134442016326,0.613071075564205,0.394,0.28,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000245911794150804,"2","CYFIP2"
0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000200348576817152,0.428451794948067,0.644,0.55,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000400116142761535,"2","IKZF1"
0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000248853172648843,0.389046686475574,0.589,0.494,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000496984671097005,"2","CIR1"
0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000025847989093458,0.440534890921765,0.58,0.479,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000051621019018545,"2","NSD3"
0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000505357007281812,0.829420220480349,0.32,0.223,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100924847924251,"2","N4BP1"
0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000520987406116293,0.397526480207619,0.667,0.577,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104046394875485,"2","RSL24D1"
0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000136715522264577,0.915678797737359,0.252,0.156,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000273034569514587,"2","LPIN1"
0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000706381065268257,0.795661889749359,0.306,0.206,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000141071362544724,"2","TMEM109"
0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000103921114865224,0.69355063034376,0.409,0.313,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000020754085849734,"2","IDH2"
0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000312185979324316,0.51394666776639,0.587,0.502,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000623466619308592,"2","POLR2J3.1"
0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000331688106452485,0.432022939869436,0.521,0.381,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000662414317396257,"2","XIST"
0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000035864881028704,0.349076917852513,0.697,0.6,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000716257539024248,"2","PNN"
0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000563472517605178,0.576621461711931,0.366,0.252,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011253109649093,"2","PDE4B"
0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000015275222743026,0.787830690109175,0.299,0.199,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000305061473400972,"2","SPTAN1"
0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000017232322864157,0.552308843096889,0.492,0.403,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000034414671992008,"2","PYURF"
0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000389834415340415,0.255380267996479,0.923,0.822,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000778538310876343,"2","UQCRB"
0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000432756169810977,0.517458984651119,0.511,0.408,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000864257346729502,"2","ANXA6"
