"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,3.48247083626674,0.962,0.179,0,"0","GZMB"
0,3.4257419390974,0.931,0.15,0,"0","KLRD1"
0,3.29479896124532,0.951,0.189,0,"0","PRF1"
0,5.44037812975462,0.788,0.036,0,"0","KLRF1"
0,3.43350113119865,0.918,0.167,0,"0","FGFBP2"
0,3.69960030270516,0.959,0.23,0,"0","GNLY"
0,3.14481505778267,0.948,0.229,0,"0","CTSW"
0,4.28016488188197,0.742,0.037,0,"0","TRDC"
0,3.4705478706167,0.94,0.25,0,"0","CD247"
0,2.78184571625919,0.978,0.289,0,"0","CST7"
0,2.28893615553126,0.888,0.204,0,"0","GZMH"
0,2.1724250372741,0.927,0.245,0,"0","GZMA"
0,3.03559292389871,0.84,0.194,0,"0","HOPX"
0,2.42409040804433,0.831,0.186,0,"0","FCGR3A"
0,4.19304360592264,0.752,0.112,0,"0","SPON2"
0,2.52016957489991,0.903,0.263,0,"0","GZMM"
0,2.7966037754676,0.994,0.373,0,"0","NKG7"
0,2.99331356021705,0.722,0.102,0,"0","KLRB1"
0,3.73207969948923,0.679,0.09,0,"0","CLIC3"
0,2.89617203778643,0.848,0.267,0,"0","CD7"
0,3.84320884744348,0.637,0.075,0,"0","S1PR5"
0,2.88142575850388,0.759,0.238,0,"0","CCL4"
0,2.72485260233801,0.663,0.143,0,"0","MATK"
0,2.06455691715143,0.956,0.448,0,"0","ARL4C"
0,1.73779504706548,0.936,0.435,0,"0","CCL5"
0,2.72023080692395,0.681,0.192,0,"0","CMC1"
0,1.89902059183513,0.784,0.297,0,"0","SYNE2"
0,1.42682034301751,0.695,0.215,0,"0","TRBC1"
0,2.56947023446044,0.718,0.238,0,"0","APMAP"
0,3.33734927791106,0.544,0.073,0,"0","ADGRG1"
0,3.74877751611949,0.544,0.074,0,"0","IL2RB"
0,1.84126177750064,0.826,0.36,0,"0","IFITM1"
0,2.28361725307393,0.683,0.234,0,"0","SYNE1"
0,3.30107398912784,0.536,0.09,0,"0","CEP78"
0,1.3588581660378,0.72,0.274,0,"0","C12orf75"
0,3.42813531721231,0.521,0.078,0,"0","TTC38"
0,2.30167778312314,0.623,0.187,0,"0","SYTL3"
0,3.55990590997681,0.495,0.061,0,"0","TXK"
0,3.28505454721337,0.55,0.12,0,"0","SYNGR1"
0,3.64658129936037,0.479,0.052,0,"0","PRSS23"
0,2.29788488358028,0.61,0.189,0,"0","CHST12"
0,2.65334576370336,0.547,0.129,0,"0","PYHIN1"
0,2.21235310431204,0.589,0.183,0,"0","ZAP70"
0,1.45201339876336,0.673,0.272,0,"0","RORA"
0,1.83031742294967,0.832,0.432,0,"0","RUNX3"
0,2.24654138316808,0.586,0.186,0,"0","PRKCH"
0,2.02068850897327,0.897,0.505,0,"0","ABHD17A"
0,2.10052122244538,0.573,0.186,0,"0","STAT4"
0,5.37270958955763,0.406,0.024,0,"0","MYOM2"
0,1.71889942307746,0.611,0.238,0,"0","SKAP1"
0,2.71587413999987,0.452,0.081,0,"0","C1orf21"
0,2.66888580442707,0.471,0.108,0,"0","SH2D2A"
0,2.95095278590863,0.431,0.069,0,"0","FCRL6"
0,2.14798321822128,0.5,0.138,0,"0","SAMD3"
0,1.25844790853778,0.741,0.379,0,"0","IL32"
0,1.4140348555477,0.849,0.49,0,"0","EVL"
0,3.07375394457436,0.434,0.078,0,"0","NCR3"
0,1.27150535405813,0.605,0.251,0,"0","RHOC"
0,2.52110228920071,0.489,0.137,0,"0","TFDP2"
0,5.2969298939109,0.365,0.014,0,"0","KLRC2"
0,1.46351104677114,0.753,0.411,0,"0","IL2RG"
0,1.50485957713144,0.64,0.299,0,"0","ETS1"
0,1.95140736794233,0.527,0.188,0,"0","FKBP11"
0,1.56090734982673,0.889,0.551,0,"0","CD81"
0,1.3021002877891,0.6,0.265,0,"0","LCK"
0,2.21441947443374,0.574,0.244,0,"0","GNPTAB"
0,1.44164637015591,0.943,0.615,0,"0","EFHD2"
0,2.10536606862208,0.496,0.173,0,"0","PTPN4"
0,1.70214145140025,0.726,0.403,0,"0","ARPC5L"
0,1.94505076561375,0.649,0.332,0,"0","GNG2"
0,2.51641279202528,0.393,0.076,0,"0","LAIR2"
0,3.17593512057631,0.453,0.137,0,"0","IGFBP7"
0,4.06601182342215,0.344,0.029,0,"0","CD160"
0,2.65134879398508,0.414,0.099,0,"0","LLGL2"
0,1.27676694110881,0.782,0.48,0,"0","RARRES3"
0,2.92616914437849,0.366,0.064,0,"0","TBX21"
0,2.56629575101402,0.38,0.081,0,"0","MYBL1"
0,2.17529609005975,0.429,0.136,0,"0","TSEN54"
0,1.74963197017177,0.561,0.27,0,"0","CEMIP2"
0,1.69917879746347,0.631,0.342,0,"0","ITGAL"
0,1.47820902041683,0.706,0.422,0,"0","METRNL"
0,1.54438730354609,0.725,0.444,0,"0","SUN2"
0,2.71933093081765,0.386,0.106,0,"0","GK5"
0,2.59715671188969,0.36,0.08,0,"0","TGFBR3"
0,1.37069382364597,0.873,0.594,0,"0","PPP2R5C"
0,1.59344408016334,0.594,0.315,0,"0","PTPN7"
0,1.68237750983653,0.542,0.267,0,"0","APOBEC3G"
0,3.23863526815144,0.302,0.03,0,"0","PTGDR"
0,1.33299552041144,0.755,0.484,0,"0","FYN"
0,1.44831052013427,0.653,0.382,0,"0","DDIT4"
0,1.43185171256644,0.659,0.388,0,"0","CD69"
0,1.35181801894287,0.903,0.634,0,"0","LITAF"
0,1.8072311877811,0.356,0.089,0,"0","F2R"
0,1.72918721241675,0.496,0.232,0,"0","RASSF1"
0,1.50986979069069,0.521,0.257,0,"0","RNF125"
0,1.44227232690043,0.668,0.405,0,"0","PAXX"
0,1.62971703942767,0.485,0.223,0,"0","ITGB7"
0,1.49280667446893,0.944,0.682,0,"0","HCST"
0,1.44304936603677,0.581,0.321,0,"0","DSTN"
0,1.46968530425146,0.695,0.437,0,"0","AKNA"
0,1.29886704110598,0.502,0.246,0,"0","OPTN"
0,2.72845674353593,0.321,0.065,0,"0","PLEKHF1"
0,0.895235099798712,0.775,0.52,0,"0","PLAC8"
0,2.27690908284852,0.355,0.101,0,"0","MCTP2"
0,1.00375021205237,0.651,0.398,0,"0","STK17A"
0,6.15823925541262,0.255,0.006,0,"0","SH2D1B"
0,0.654637562872089,0.851,0.602,0,"0","ZEB2"
0,5.08127324144872,0.258,0.012,0,"0","AKR1C3"
0,4.55938903595969,0.255,0.013,0,"0","KIR3DL2"
0,1.35711264419188,0.615,0.375,0,"0","AC245297.3"
0,2.31146378976733,0.363,0.125,0,"0","GTF3C1"
0,3.19203849708643,0.276,0.04,0,"0","XCL2"
0,1.92047940221428,0.425,0.189,0,"0","HSH2D"
0,2.06484463410008,0.389,0.157,0,"0","SLC15A4"
0,1.3137800083384,0.327,0.096,0,"0","SLA2"
0,1.96845340785196,0.423,0.192,0,"0","HDDC2"
0,2.40612742268436,0.271,0.045,0,"0","TRGC1"
0,1.28512620707445,0.737,0.512,0,"0","PCSK7"
0,0.708806426768732,0.846,0.621,0,"0","CD63"
0,0.901762949087251,0.947,0.722,0,"0","ITGB2"
0,1.64563076103492,0.446,0.222,0,"0","PITPNC1"
0,1.84772062061033,0.376,0.152,0,"0","ZBP1"
0,1.73299409045373,0.532,0.309,0,"0","BHLHE40"
0,1.1027996243537,0.594,0.371,0,"0","DUSP2"
0,1.24897519564118,0.612,0.389,0,"0","PRMT2"
0,1.13905467830256,0.664,0.443,0,"0","AAK1"
0,1.62129990589304,0.396,0.175,0,"0","PRDM1"
0,0.677569398122611,0.751,0.531,0,"0","ID2"
0,2.4360035904346,0.29,0.072,0,"0","MXRA7"
0,0.90667391191257,0.557,0.34,0,"0","PIP4K2A"
0,1.35576244975492,0.488,0.271,0,"0","BTN3A2"
0,1.18147671707577,0.564,0.347,0,"0","TBC1D10C"
0,2.18376718274727,0.349,0.132,0,"0","MVD"
0,1.65983770011829,0.406,0.192,0,"0","PLA2G16"
0,1.14793585237875,0.545,0.332,0,"0","MGAT4A"
0,1.37661802400105,0.555,0.342,0,"0","DGKZ"
0,1.75720966025332,0.359,0.146,0,"0","PDE4D"
0,1.49723848017189,0.495,0.283,0,"0","C1orf56"
0,2.80155585500727,0.265,0.053,0,"0","TIGIT"
0,1.91021164696544,0.318,0.107,0,"0","LINC01871"
0,1.59325699920106,0.36,0.149,0,"0","CD96"
0,1.22225429189367,0.477,0.266,0,"0","SLC38A1"
0,1.04751455789462,0.658,0.448,0,"0","PIK3R1"
0,1.28143079587094,0.601,0.391,0,"0","ATM"
0,2.63068680029798,0.302,0.093,0,"0","CHST2"
0,1.07023744632465,0.709,0.5,0,"0","CLEC2B"
0,0.98906141059286,0.934,0.726,0,"0","IFITM2"
0,1.81103694280187,0.373,0.165,0,"0","ABI3"
0,1.42909601783533,0.47,0.263,0,"0","CYFIP2"
0,0.928351454766106,0.937,0.731,0,"0","AES"
0,0.908190353369238,0.574,0.369,0,"0","GIMAP7"
0,0.7221045404233,0.892,0.689,0,"0","CD99"
0,1.49489384792983,0.4,0.197,0,"0","SSBP3"
0,2.27465046908724,0.275,0.072,0,"0","APBA2"
0,1.49106067879286,0.455,0.252,0,"0","MLLT6"
0,1.39585408924436,0.484,0.281,0,"0","SPN"
0,0.855402114296848,0.613,0.412,0,"0","DOK2"
0,0.847479901111078,0.643,0.442,0,"0","CTSC"
0,1.97959756648072,0.304,0.103,0,"0","PRR5"
0,0.953988656284607,0.54,0.34,0,"0","ALOX5AP"
0,1.03196203431015,0.818,0.618,0,"0","RNF213"
0,1.62154605864399,0.436,0.237,0,"0","CD300A"
0,0.872804366412923,0.483,0.285,0,"0","LYAR"
0,0.698357516063542,0.791,0.594,0,"0","BIN2"
0,0.923034851551693,0.634,0.437,0,"0","RBM38"
0,1.13367100307115,0.63,0.438,0,"0","MBP"
0,1.08552055480034,0.735,0.545,0,"0","DDX6"
0,1.24332782716394,0.584,0.395,0,"0","DHRS7"
0,1.33943150464124,0.465,0.277,0,"0","RNF115"
0,1.58425531144151,0.391,0.204,0,"0","RAB29"
0,1.82082575361664,0.321,0.134,0,"0","PTPN22"
0,0.49653348023171,0.484,0.297,0,"0","TPST2"
0,1.90594976059399,0.281,0.096,0,"0","CCL4L2"
0,1.939803018154,0.319,0.135,0,"0","DIP2A"
0,1.22401126972632,0.807,0.624,0,"0","JAK1"
0,1.87338264360283,0.31,0.127,0,"0","MIB2"
0,1.49746741972264,0.485,0.302,0,"0","ARHGAP9"
0,1.18016979185002,0.478,0.295,0,"0","SLC9A3R1"
0,1.55806286372007,0.324,0.143,0,"0","PRKACB"
0,1.06273461392691,0.821,0.64,0,"0","HLA-F"
0,1.03657121364108,0.737,0.557,0,"0","NDUFB2"
0,1.02918761799618,0.702,0.523,0,"0","NDUFB7"
0,2.21305198262471,0.259,0.081,0,"0","AUTS2"
0,2.05293364029105,0.27,0.093,0,"0","TRG-AS1"
0,1.68561059353527,0.357,0.18,0,"0","LPCAT1"
0,1.02202985875909,0.8,0.624,0,"0","PDIA3"
0,1.41333903105819,0.386,0.21,0,"0","RASAL3"
0,1.48693607964421,0.366,0.19,0,"0","LINC00623"
0,1.05716349389721,0.801,0.626,0,"0","CALR"
0,1.40049378262432,0.396,0.221,0,"0","MRPL10"
0,1.17096818725137,0.593,0.418,0,"0","UTRN"
0,1.00401301707352,0.725,0.55,0,"0","RSRP1"
0,1.37103179578656,0.338,0.164,0,"0","IKZF3"
0,0.941350516273903,0.872,0.699,0,"0","SEPT7"
0,1.46488502983428,0.436,0.264,0,"0","GPR65"
0,1.00108923673048,0.567,0.395,0,"0","ANXA6"
0,1.58504054548179,0.339,0.168,0,"0","ZBTB38"
0,1.33282991698967,0.429,0.258,0,"0","SYTL1"
0,0.887094792159292,0.593,0.425,0,"0","ACAP1"
0,1.39912369760657,0.435,0.268,0,"0","TRAPPC10"
0,1.2540870867455,0.409,0.243,0,"0","ZNF428"
0,0.803758704926228,0.696,0.53,0,"0","WIPF1"
0,1.57686145258584,0.297,0.134,0,"0","PLEKHA1"
0,1.10546902396937,0.556,0.394,0,"0","SORL1"
0,1.50104919836948,0.403,0.242,0,"0","AC004687.1"
0,1.14360827161985,0.513,0.353,0,"0","CNOT6L"
0,1.86619024125911,0.279,0.119,0,"0","KLHDC4"
0,1.40601500366526,0.38,0.22,0,"0","IGF2R"
0,0.835497498046794,0.769,0.611,0,"0","HSPA5"
0,0.807281138327875,0.805,0.648,0,"0","DBI"
0,1.29804809483841,0.388,0.231,0,"0","ADAM8"
0,1.49913449908691,0.26,0.104,0,"0","SH2D1A"
0,1.47393844412504,0.271,0.116,0,"0","LINC00861"
0,2.29073236683381,0.26,0.107,0,"0","MAFF"
0,0.807014826680075,0.823,0.67,0,"0","PPIB"
0,0.914288986238616,0.803,0.651,0,"0","NCL"
0,1.39089189991872,0.257,0.107,0,"0","TNIK"
0,1.73234721143669,0.292,0.144,0,"0","MEX3C"
0,0.935979392642257,0.817,0.669,0,"0","RAC2"
0,0.781660509949455,0.825,0.678,0,"0","STK4"
0,1.03052905211595,0.506,0.36,0,"0","TMED9"
0,1.09774793024812,0.513,0.367,0,"0","SIGIRR"
0,1.1221227946923,0.517,0.372,0,"0","MXD4"
0,0.750452795144201,0.722,0.578,0,"0","HSP90B1"
0,1.03737667742884,0.547,0.404,0,"0","HMGN3"
0,0.836524171959157,0.715,0.573,0,"0","FAM49B"
0,1.12070737675814,0.517,0.377,0,"0","MACF1"
0,0.978388343106106,0.529,0.391,0,"0","ACTN4"
0,1.023246181953,0.553,0.416,0,"0","STK10"
0,0.750602566952864,0.895,0.758,0,"0","IRF1"
0,0.580591459838859,0.817,0.68,0,"0","LSP1"
0,0.878834555816715,0.55,0.414,0,"0","SCP2"
0,0.632206668434903,0.839,0.704,0,"0","GUK1"
0,0.81297380396463,0.727,0.592,0,"0","PNN"
0,1.07344815160621,0.964,0.829,0,"0","UBB"
0,0.974461494846312,0.802,0.668,0,"0","TCF25"
0,0.596035121765193,0.715,0.582,0,"0","DNAJB6"
0,0.96662447169913,0.639,0.508,0,"0","CDC42SE1"
0,0.959371444092443,0.92,0.79,0,"0","RBM39"
0,0.957450209193114,0.581,0.451,0,"0","RNF166"
0,0.690779118689033,0.791,0.663,0,"0","VAMP2"
0,0.576315670695464,0.875,0.748,0,"0","PNISR"
0,0.952251653283891,0.715,0.592,0,"0","BZW1"
0,0.721827616551968,0.739,0.623,0,"0","SNRPB"
0,0.652320734698463,0.842,0.727,0,"0","FUS"
0,0.559691952718022,0.888,0.773,0,"0","CIRBP"
0,0.782222435161818,0.684,0.572,0,"0","ARID4B"
0,0.757027943569797,0.742,0.632,0,"0","KMT2E"
0,0.61453882900246,0.974,0.871,0,"0","CYBA"
0,0.612352586934334,0.972,0.871,0,"0","DDX5"
0,0.579543812704882,0.841,0.742,0,"0","HNRNPDL"
0,0.923162668559238,0.97,0.873,0,"0","CALM1"
0,0.703649584368962,0.773,0.686,0,"0","EIF3G"
0,0.558440324601744,0.968,0.882,0,"0","ARPC2"
0,0.469243510098422,0.938,0.857,0,"0","TMA7"
0,0.438774523655141,0.902,0.823,0,"0","MYL12B"
0,0.381718724185154,0.931,0.865,0,"0","SRP14"
0,0.447595152153588,0.986,0.923,0,"0","H3F3B"
0,0.36877063202637,0.947,0.887,0,"0","MYL12A"
0,0.663703141134878,0.973,0.915,0,"0","PFN1"
0,0.487313408434187,0.966,0.91,0,"0","CFL1"
0,0.38374404471003,0.97,0.914,0,"0","UBC"
0,0.61370873054652,0.99,0.947,0,"0","HLA-E"
0,0.840376623098885,0.993,0.966,0,"0","HLA-A"
0,0.827321396832965,0.995,0.972,0,"0","HLA-C"
0,0.846039434749239,1,0.977,0,"0","MALAT1"
0,0.544623798881875,0.995,0.978,0,"0","HLA-B"
0,0.316000039579246,0.999,0.99,0,"0","MT-ATP6"
0,0.775885125325675,0.999,0.998,0,"0","B2M"
0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000988131291682493,1.24780115694875,0.347,0.195,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000197339700261911,"0","MAPRE2"
0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000988131291682493,0.726197231918801,0.656,0.538,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000197339700261911,"0","CYCS"
0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000296439387504748,1.34850094325125,0.312,0.153,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000592019100785732,"0","LBH"
0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000790505033345994,0.812479662749745,0.628,0.511,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000157871760209529,"0","CCDC12"
0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000148219693752374,0.490473000168099,0.866,0.765,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000296009550392866,"0","PSME1"
0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000775979503358262,0.501561315012428,0.843,0.746,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000154970866615678,"0","COX6C"
0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000098963325124585,0.690498352210696,0.695,0.592,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000197639656606309,"0","GTF3A"
0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000754068838197501,1.3741553030936,0.284,0.129,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000150595087676423,"0","KLRG1"
0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000117559173434067,1.36140467005795,0.415,0.264,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000234777425265174,"0","VPS37B"
0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000091043553117076,0.798495268223381,0.63,0.506,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000181823079930112,"0","LUC7L3"
0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000412279229091893,0.436101536251136,0.917,0.846,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000823362848419419,"0","HNRNPA2B1"
0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000336774747328062,0.710346287951087,0.678,0.586,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000672572847888873,"0","RBM8A"
0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000344601730868293,1.43991285574463,0.301,0.139,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000688204116717069,"0","CCL3"
0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000120943411557565,0.36725825860433,0.893,0.721,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000241536087221614,"0","KLF2"
0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000017040888798327,1.59397602130057,0.271,0.129,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000340323590191389,"0","CCND2"
0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000338767106157902,0.746611810167017,0.621,0.503,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000676551787707946,"0","MED10"
0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000588428084600734,1.04803260252961,0.541,0.422,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000117514972775613,"0","CSNK1D"
0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000664691166809516,1.37177251493822,0.339,0.192,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000132745472923529,"0","EBP"
0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000123305740278742,0.320558017180308,0.972,0.854,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000246253893910675,"0","BTG1"
0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000450898729440869,0.594375117326514,0.788,0.703,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000090048985256636,"0","HNRNPA3"
0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000075920493287708,1.22201067579805,0.341,0.19,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000151620817144882,"0","RASA3"
0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000023702804665766,0.405809535375442,0.913,0.83,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000473368711980014,"0","PPIA"
0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000523741342626546,0.52235834031899,0.868,0.782,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104596383535948,"0","SRSF5"
0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000024610843924468,1.10707433158272,0.469,0.329,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000491503164015551,"0","CASP8"
